Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,PCA1,PCA2,Customer Segment
111,1,1432.0,2,1,3,213,0,0.043993033695006366,0.21447544868599122,Regular Customers
57,2,1530.3600000000001,2,2,3,223,0,0.6901750209811082,-0.05605454547296837,Regular Customers
1,1,227.39,4,1,1,411,0,-0.5393922023457174,-1.4104133608791745,Regular Customers
281,2,218.06,1,2,1,121,1,-1.526495651921076,1.123675537341764,Lost Customers
3,7,2804.54,4,4,4,444,2,3.6352395878452057,0.8868450998323705,VIP Customers
180,9,1639.82,1,4,3,143,2,2.385989216859585,2.021070780306893,VIP Customers
372,1,35.400000000000006,1,1,1,111,1,-2.419048600204471,1.663974463044747,Lost Customers
13,4,859.71,4,3,3,433,0,0.9039454616049843,-0.538495901695483,Regular Customers
3,1,168.63,4,1,1,411,0,-0.6017208322775811,-1.4264809402424428,Regular Customers
17,1,138.6,4,1,1,411,0,-0.6932538423673951,-1.323350330288391,Regular Customers
41,1,114.11,3,1,1,311,0,-0.8257628633341213,-1.1312932744460444,Regular Customers
6,5,986.96,4,4,3,443,2,1.3601190134300758,-0.3894589125820957,VIP Customers
169,4,1033.06,1,3,3,133,0,0.3433193167858436,0.8979096983723288,Regular Customers
50,1,157.05,3,1,1,311,0,-0.828322770466339,-1.0297980618316467,Regular Customers
277,1,237.35999999999999,1,1,1,111,1,-1.7995728927359915,0.9631333026360204,Lost Customers
19,9,1580.29,3,4,3,343,2,3.072525568328649,0.6061287619850304,VIP Customers
372,1,39.75,1,1,1,111,1,-2.415115273373097,1.6664342074516594,Lost Customers
15,4,1320.21,4,3,3,433,2,1.311138507640757,-0.2609435084763717,VIP Customers
35,3,557.94,3,3,2,332,0,0.22099061884841098,-0.657525996669715,Regular Customers
22,3,617.15,3,3,2,332,0,0.334310031040168,-0.7355771474620002,Regular Customers
7,2,363.33,4,2,2,422,0,-0.13514199562036258,-1.144930589886294,Regular Customers
20,6,1740.6,3,4,4,344,2,2.2861133492063184,0.2939426089003576,VIP Customers
11,2,866.24,4,2,3,423,0,0.3012016562375921,-0.8262383411689953,Regular Customers
44,1,221.97,3,1,1,311,0,-0.7420300475539199,-1.0445647805588003,Regular Customers
306,1,393.33000000000004,1,1,2,112,1,-1.7919002996775346,1.3001298995062551,Lost Customers
11,1,213.96,4,1,1,411,0,-0.5975211350596786,-1.332213662438955,Regular Customers
275,1,660.0,1,1,2,112,1,-1.4082192128270383,1.1849599152837247,Lost Customers
4,4,1785.15,4,3,4,434,2,1.7821272163155628,-0.09241242723726821,VIP Customers
72,4,601.56,2,3,2,232,0,0.3992092865508651,-0.17828555470828533,Regular Customers
243,3,406.08000000000004,1,3,2,132,1,-0.8728184832638529,1.0411146403054323,Lost Customers
9,3,553.44,4,3,2,432,0,0.33648357332101003,-0.883134455150303,Regular Customers
246,1,394.44,1,1,2,112,1,-1.5149845156441772,0.7859947231138272,Lost Customers
206,2,412.78000000000003,1,2,2,122,1,-1.0055371495514254,0.5903280692763783,Lost Customers
1,5,1788.3600000000001,4,4,4,444,2,2.1077480390951893,0.020802613831635747,VIP Customers
185,1,320.58000000000004,1,1,2,112,1,-1.3012590499446273,0.22088774356135216,Lost Customers
32,5,886.7,3,4,3,343,2,1.1499006983012168,-0.22308788492177145,VIP Customers
57,2,225.85,2,2,1,221,0,-0.4893799640293709,-0.7937007928893689,Regular Customers
196,2,899.63,1,2,3,123,1,-0.5193356677549267,0.7798277264960404,Lost Customers
24,4,2791.27,3,3,4,334,2,2.5999033624445653,0.6480942748046442,VIP Customers
91,2,671.96,2,2,3,223,0,-0.24235166801122732,-0.2497451684279919,Regular Customers
4,2,955.26,4,2,3,423,0,0.4138844491344132,-0.8359568910118707,Regular Customers
51,3,1006.98,3,3,3,333,0,0.5534418914055452,-0.2663424294422156,Regular Customers
263,1,114.56,1,1,1,111,1,-1.8462307653217809,0.7735836725191119,Lost Customers
266,1,344.90000000000003,1,1,2,112,1,-1.651749933379125,0.9295695215692608,Lost Customers
36,2,609.85,3,2,2,322,0,-0.0455929095548005,-0.7567317272583761,Regular Customers
51,1,443.6,3,1,2,312,0,-0.5738190519067625,-0.8591865525533161,Regular Customers
24,6,2107.38,3,4,4,344,2,2.599366476568887,0.5356589941434059,VIP Customers
22,1,110.46,3,1,1,311,0,-0.741691073635223,-1.2963654290954305,Regular Customers
59,1,96.12,2,1,1,211,0,-0.9248032886272479,-0.9870370219864429,Regular Customers
170,2,693.8100000000001,1,2,3,123,1,-0.5858788874644416,0.44038116594657606,Lost Customers
68,2,830.76,2,2,3,223,0,0.007003674547635064,-0.35727611464910003,Regular Customers
157,2,597.09,1,2,2,122,0,-0.6135534184488074,0.2741580736899562,Regular Customers
201,1,236.04000000000002,1,1,1,111,1,-1.4512777844413995,0.3103539727106131,Lost Customers
5,4,1402.59,4,3,3,433,2,1.4316129311646564,-0.3001548444208183,VIP Customers
67,2,653.75,2,2,2,222,0,-0.14845254490649326,-0.46594730155198494,Regular Customers
77,1,114.18,2,1,1,211,0,-0.9912468329385287,-0.8223959911661075,Regular Customers
1,7,1926.65,4,4,4,444,2,2.850637050741121,0.37327598983137805,VIP Customers
8,4,1932.23,4,3,4,434,2,1.896724733367131,0.025072728994593143,VIP Customers
169,2,291.05,1,2,1,121,1,-0.945461206270906,0.20405772620220097,Lost Customers
18,4,848.22,4,3,3,433,0,0.8705633778641391,-0.5020961167381335,Regular Customers
5,2,247.15,4,2,1,421,0,-0.2309963992242581,-1.22778431777481,Regular Customers
9,9,2529.93,4,4,4,444,2,3.9771878143300983,1.0573169511759584,VIP Customers
87,2,285.74,2,2,1,221,0,-0.5731826973512458,-0.502454066606759,Regular Customers
27,1,107.95,3,1,1,311,0,-0.7669533240552089,-1.2548878269486388,Regular Customers
29,4,741.37,3,3,3,333,0,0.7233643255219045,-0.46814216931717395,Regular Customers
20,2,636.24,3,2,2,322,0,0.05184583523061685,-0.8790793672724551,Regular Customers
61,5,1835.7,2,4,4,244,2,1.8746413780457551,0.5623342537907092,VIP Customers
24,1,195.25,3,1,1,311,0,-0.6742199181317476,-1.2312614430305884,Regular Customers
242,3,1259.24,1,3,3,133,1,-0.09678152987281703,1.5149618202230035,Lost Customers
280,2,392.86,1,2,2,122,1,-1.3638406730888464,1.2139382998172386,Lost Customers
235,2,765.5500000000001,1,2,3,123,1,-0.8199154253632246,1.0386068958662376,Lost Customers
3,5,1736.4,4,4,4,444,2,2.0515680580031748,0.008580152161931797,VIP Customers
16,1,596.36,4,1,2,412,0,-0.2747427347522778,-1.073085435081895,Regular Customers
31,6,2548.2400000000002,3,4,4,344,2,2.9658081023866427,0.8450026856724333,VIP Customers
71,3,498.95,2,3,2,232,0,0.0021038256437867007,-0.38202469147535273,Regular Customers
188,2,52.0,1,2,1,121,1,-1.248985506768528,0.23189310670040367,Lost Customers
26,5,1201.51,3,4,3,343,2,1.4621472239474351,-0.0965521829952817,VIP Customers
107,1,628.38,2,1,2,212,0,-0.664256528843971,-0.27425582085950023,Regular Customers
209,1,112.80000000000001,1,1,1,111,1,-1.5995012835372215,0.30930191380761135,Lost Customers
44,2,355.05,3,2,2,322,0,-0.3127746794404045,-0.8321755043621595,Regular Customers
31,5,2114.33,3,4,4,344,2,2.264538318024342,0.46250653362947797,VIP Customers
137,4,591.55,2,3,2,232,0,0.09125333061419302,0.3737139441159528,Regular Customers
265,1,172.9,1,1,1,111,1,-1.8026760453791884,0.8237312816729578,Lost Customers
4,7,2078.95,4,4,4,444,2,2.974553095115864,0.48513345876303327,VIP Customers
218,2,188.61,1,2,1,121,1,-1.2634170137678729,0.5665218079021681,Lost Customers
2,5,1217.27,4,4,3,443,2,1.586762464859473,-0.29354569140598374,VIP Customers
214,1,109.13000000000001,1,1,1,111,1,-1.6258124211122404,0.35012358411255984,Lost Customers
32,3,2195.1,3,3,4,334,2,1.7151276852024866,0.2424818737994406,VIP Customers
11,9,2526.09,4,4,4,444,2,3.9645185659106614,1.072304351773065,VIP Customers
15,1,318.17,4,1,2,412,0,-0.5216872320910986,-1.238969711431079,Regular Customers
11,9,1493.96,4,4,3,443,2,3.031253135458717,0.4886776863232875,VIP Customers
199,1,179.0,1,1,1,111,1,-1.4936570273999035,0.2609414595864192,Lost Customers
3,3,1126.3700000000001,4,3,3,433,0,0.8821255752233742,-0.6106426092439883,Regular Customers
14,4,599.48,4,3,2,432,0,0.6640435606568299,-0.6770657824887806,Regular Customers
10,11,2839.62,4,4,4,444,2,4.870460410137283,1.5152892919813952,VIP Customers
29,3,917.07,3,3,3,333,0,0.5733118675214091,-0.5059291747169358,Regular Customers
9,11,2662.2,4,4,4,444,2,4.714633463326635,1.4063862670999279,VIP Customers
24,1,160.19,3,1,1,311,0,-0.7059216281795567,-1.2510864174918184,Regular Customers
25,4,867.38,3,3,3,333,0,0.8556983543047961,-0.4312062680585255,Regular Customers
43,2,307.51,3,2,2,322,0,-0.3511624334099396,-0.8676367812965494,Regular Customers
2,5,1581.84,4,4,3,443,2,1.9164114218511943,-0.08739649176734762,VIP Customers
6,3,663.81,4,3,2,432,0,0.45007717464672314,-0.8464629439983515,Regular Customers
147,1,180.42,1,1,1,111,1,-1.2532492183207018,-0.18438337996785384,Lost Customers
10,6,1122.36,4,4,3,443,2,1.7730780153515533,-0.14144025034776506,VIP Customers
25,1,655.58,3,1,2,312,0,-0.2625820531914453,-0.9623845583423168,Regular Customers
274,1,268.58,1,1,1,111,1,-1.7575477554799899,0.9550487747518523,Lost Customers
374,1,313.49,1,1,2,112,1,-2.1767930592976446,1.8383815741339968,Lost Customers
1,8,1897.57,4,4,4,444,2,3.1332652282855338,0.49397051820619764,VIP Customers
47,3,380.02,3,3,2,332,0,0.004930608873582694,-0.6551798031428447,Regular Customers
8,8,2702.4900000000002,4,4,4,444,2,3.8288946624320226,1.009175025546844,VIP Customers
4,3,1164.55,4,3,3,433,0,0.9120498949074702,-0.5804740237230929,Regular Customers
43,7,1314.45,3,4,3,343,2,2.103939337269694,0.3874362904307622,VIP Customers
197,3,1448.21,1,3,3,133,1,0.2810216936091227,1.2357443835276456,Lost Customers
12,6,1400.34,4,4,3,443,2,2.015234092821265,0.03290466030820659,VIP Customers
16,7,1099.98,4,4,3,443,2,2.0341732096761915,0.034519133403189635,VIP Customers
113,5,1220.26,2,4,3,243,2,1.0790286629894936,0.6604562747858158,VIP Customers
249,1,328.2,1,1,2,112,1,-1.5886751944254005,0.7742768948761389,Lost Customers
29,5,1415.75,3,4,3,343,2,1.642070225548684,0.05032978445686936,VIP Customers
44,1,389.64,3,1,2,312,0,-0.5904206429984109,-0.9497543564882236,Regular Customers
87,1,563.15,2,1,2,212,0,-0.6312676445427665,-0.48272828956351777,Regular Customers
45,2,638.05,3,2,2,322,0,-0.06148091726045523,-0.6635713727032633,Regular Customers
15,1,738.96,4,1,3,413,0,-0.14120341660286204,-1.001030435802416,Regular Customers
75,1,420.5,2,1,2,212,0,-0.7050712167135785,-0.666343509417726,Regular Customers
145,4,1484.06,1,3,3,133,2,0.861484251970797,0.9470263406891138,VIP Customers
5,3,1625.97,4,3,3,433,2,1.3246733520882779,-0.3109807892868825,VIP Customers
297,1,89.2,1,1,1,111,1,-2.025511802910042,1.0509425853650851,Lost Customers
59,2,255.9,2,2,1,221,0,-0.4714054316866789,-0.7595500042577192,Regular Customers
264,1,300.52,1,1,1,111,1,-1.6826818389387337,0.8873157128569086,Lost Customers
47,1,278.3,3,1,1,311,0,-0.7048913309968673,-0.9869743623699923,Regular Customers
29,3,254.11,3,3,1,331,0,-0.026145225841269045,-0.8808055315000781,Regular Customers
8,6,2473.37,4,4,4,444,2,3.0038759781208744,0.605341055413801,VIP Customers
17,2,192.60000000000002,4,2,1,421,0,-0.3355036434090633,-1.1556775110339654,Regular Customers
232,2,876.42,1,2,3,123,1,-0.7058697175051696,1.0755611362603628,Lost Customers
112,1,139.26,2,1,1,211,0,-1.129517898669672,-0.507935971781136,Regular Customers
58,3,1011.9,2,3,3,233,0,0.525700873805107,-0.20350470957971867,Regular Customers
51,11,2538.2999999999997,3,4,4,344,2,4.409462989340238,1.6966599456062872,VIP Customers
127,2,730.86,2,2,3,223,0,-0.35464078302029517,0.0924180374861192,Regular Customers
281,3,386.15,1,3,2,132,1,-1.0655837844129854,1.3558615150754172,Lost Customers
55,2,447.68,2,2,2,222,0,-0.279601309639543,-0.6854238984835235,Regular Customers
320,1,200.10000000000002,1,1,1,111,1,-2.0310008819237217,1.3109776848147643,Lost Customers
26,2,289.99,3,2,1,321,0,-0.2888291491692556,-1.0233930839468364,Regular Customers
10,2,77.4,4,2,1,421,0,-0.40747924258193885,-1.2808739925503254,Regular Customers
7,2,679.44,4,2,3,423,0,0.15068879625678866,-0.9661835083991468,Regular Customers
29,1,197.64,3,1,1,311,0,-0.6950515245347837,-1.187013094310493,Regular Customers
17,4,745.06,4,3,3,433,0,0.7818832932368989,-0.5690081945719417,Regular Customers
64,1,6.2,2,1,1,211,0,-1.0291028030312324,-0.9949861459564824,Regular Customers
21,1,228.99,3,1,1,311,0,-0.6299161639527431,-1.2379210155342002,Regular Customers
3,7,1319.91,4,4,3,443,2,2.292817745623906,0.047348470215264685,VIP Customers
166,1,131.45000000000002,1,1,1,111,1,-1.384900699483254,-0.04906565076484291,Lost Customers
53,3,173.74,2,3,1,231,0,-0.20918167286251818,-0.72034629576308,Regular Customers
51,1,157.7,3,1,1,311,0,-0.8323335670998203,-1.0208511332283199,Regular Customers
61,1,189.34,2,1,1,211,0,-0.8497096169884892,-0.9171662208985498,Regular Customers
162,3,845.5500000000001,1,3,3,133,0,-0.10296262255972143,0.5946868527531374,Regular Customers
9,1,353.27,4,1,2,412,0,-0.4623581427675464,-1.2705984021614805,Regular Customers
15,4,546.4,4,3,2,432,0,0.6114493960578953,-0.698500938249455,Regular Customers
75,1,193.39000000000001,2,1,1,211,0,-0.9104270458338842,-0.7947647857979291,Regular Customers
40,8,2718.6,3,4,4,344,2,3.6963084108872444,1.2928247405617137,VIP Customers
41,11,2085.33,3,4,4,344,2,4.045866948685742,1.3547304100663067,VIP Customers
370,2,152.88,1,2,1,121,1,-1.9947018856489687,1.850383825708562,Lost Customers
37,2,778.5,3,2,3,323,0,0.10230408867857244,-0.652787773284638,Regular Customers
197,1,271.85,1,1,1,111,1,-1.4005037740929738,0.2962855186811001,Lost Customers
200,2,1110.34,1,2,3,123,1,-0.34720307339753714,0.933293006086945,Lost Customers
74,3,657.8,2,3,2,232,0,0.13194246559220785,-0.26646346947122007,Regular Customers
64,2,272.07,2,2,1,221,0,-0.479776982058374,-0.7075096376233125,Regular Customers
21,4,507.29,3,3,2,332,0,0.5484944123449617,-0.6691397360412875,Regular Customers
367,1,48.800000000000004,1,1,1,111,1,-2.38393946951008,1.6286547037925014,Lost Customers
180,3,321.43,1,3,2,132,1,-0.6596524062811879,0.4527476025298441,Lost Customers
10,4,1127.71,4,3,3,433,2,1.1600701683167824,-0.4126911696558058,VIP Customers
197,3,2139.76,1,3,4,134,2,0.9063302384911067,1.6267871983782882,VIP Customers
29,4,697.55,3,3,3,333,0,0.6837417090274666,-0.4929205601012896,Regular Customers
53,1,188.88,2,1,1,211,0,-0.813337273994036,-0.986061376509357,Regular Customers
18,6,1720.3,4,4,4,444,2,2.276954894244292,0.2653050404910978,VIP Customers
10,3,102.44999999999999,4,3,1,431,0,-0.07590601184619895,-1.1295711964177653,Regular Customers
90,4,1649.5,2,3,3,233,2,1.2639966932959903,0.5687098599720456,VIP Customers
268,1,62.85,1,1,1,111,1,-1.9159802985242027,0.7872407172359976,Lost Customers
44,4,2824.69,3,3,4,334,2,2.5381514605557736,0.8385795091215619,VIP Customers
149,1,309.4,1,1,2,112,1,-1.1458208874888556,-0.09429178347968747,Lost Customers
312,1,325.75,1,1,2,112,1,-1.880598229342012,1.3133924986650436,Lost Customers
23,2,511.35,3,2,2,322,0,-0.07487693979430314,-0.9239613356171349,Regular Customers
58,6,2836.69,2,4,4,244,2,3.102467912505442,1.2397524613720474,VIP Customers
24,2,475.8,3,2,2,322,0,-0.11162024936933314,-0.9354840041471943,Regular Customers
78,7,2740.03,2,4,4,244,2,3.232018668628015,1.4938209171446686,VIP Customers
119,2,645.65,2,2,2,222,0,-0.39490049725778187,-0.0243997246731544,Regular Customers
36,3,1290.53,3,3,3,333,0,0.8788095327794861,-0.23469738503294252,Regular Customers
60,2,1173.12,2,2,3,223,0,0.35335834037693997,-0.2323207926558333,Regular Customers
13,4,1353.74,4,3,3,433,2,1.350653841950652,-0.2591424466731956,VIP Customers
19,1,170.32,3,1,1,311,0,-0.6737692742066814,-1.2882552259878808,Regular Customers
52,1,125.79,2,1,1,211,0,-0.865785541119402,-1.0303155328753535,Regular Customers
26,2,841.2,3,2,3,323,0,0.20958213421502367,-0.7117067127895479,Regular Customers
29,1,266.76,3,1,1,311,0,-0.6325523175038492,-1.147928603872381,Regular Customers
7,2,52.2,4,2,1,421,0,-0.41646980643538917,-1.3208616881213897,Regular Customers
186,3,710.28,1,3,3,133,1,-0.33564036683210347,0.7241024176994474,Lost Customers
9,2,721.45,4,2,3,423,0,0.1794777168530972,-0.9252698362946986,Regular Customers
262,1,327.25,1,1,2,112,1,-1.6493151534686878,0.8852716569665205,Lost Customers
3,4,501.28000000000003,4,3,2,432,0,0.6258337240856804,-0.8269669921252333,Regular Customers
210,1,519.68,1,1,2,112,1,-1.2361936069042605,0.5479550425074989,Lost Customers
108,2,1465.32,2,2,3,223,0,0.396839711852258,0.3447164447186039,Regular Customers
13,9,1476.09,4,4,3,443,2,3.005897777741768,0.49573170438499603,VIP Customers
77,3,690.59,2,3,3,233,0,0.14779600660660713,-0.22218394400395666,Regular Customers
20,1,255.4,3,1,1,311,0,-0.6014373617889217,-1.2315666375510788,Regular Customers
27,2,589.7,3,2,2,322,0,-0.022425986678442405,-0.8453401410144902,Regular Customers
19,6,761.59,3,4,3,343,2,1.4054782518758961,-0.26822628244937174,VIP Customers
132,1,765.3199999999999,2,1,3,213,0,-0.6553969699043404,0.017662578699594443,Regular Customers
253,1,364.8,1,1,2,112,1,-1.5739751367600825,0.829290197757268,Lost Customers
79,1,1862.0,2,1,4,214,0,0.5799577755258108,0.18308241812346765,Regular Customers
207,1,369.2,1,1,2,112,1,-1.3584639835012795,0.4371267080173563,Lost Customers
336,1,135.9,1,1,1,111,1,-2.162627922684828,1.4119453395356572,Lost Customers
254,1,125.65,1,1,1,111,1,-1.7948162263047054,0.7026401818140197,Lost Customers
148,2,554.38,1,2,2,122,0,-0.6107855423117127,0.17279291652695836,Regular Customers
10,2,1237.8500000000001,4,2,3,423,0,0.6418148083302124,-0.6246876943890524,Regular Customers
85,1,655.75,2,1,2,212,0,-0.5383404445020078,-0.44752559508992384,Regular Customers
205,2,468.77000000000004,1,2,2,122,1,-0.9503117249342614,0.6134087092265044,Lost Customers
8,4,1366.38,4,3,3,433,2,1.3850757707158834,-0.2948919543735452,VIP Customers
23,6,1269.31,3,4,3,343,2,1.846171168574979,0.05318582157763922,VIP Customers
11,9,1421.29,4,4,3,443,2,2.9655439720481556,0.4475858182657411,VIP Customers
26,1,332.66,3,1,2,312,0,-0.5591690711646181,-1.1364030315193712,Regular Customers
21,5,2795.33,3,4,4,344,2,2.926292766329173,0.7617899555852435,VIP Customers
2,2,1025.44,4,2,3,423,0,0.4865391922649643,-0.8134317757573517,Regular Customers
158,2,616.15,1,2,2,122,0,-0.6009176525614629,0.29351509299012396,Regular Customers
74,1,277.8,2,1,1,211,0,-0.8295038859184106,-0.7556138157226417,Regular Customers
3,4,434.35,4,3,2,432,0,0.5653147436664031,-0.8648131284826239,Regular Customers
17,2,867.85,4,2,3,423,0,0.27506622851857687,-0.7738516694781901,Regular Customers
36,4,1227.43,3,3,3,333,2,1.1306763818633616,-0.13323975429563106,VIP Customers
91,2,307.48,2,2,2,222,0,-0.571919245827127,-0.4558434768030367,Regular Customers
71,4,1268.98,2,3,3,233,2,1.0072977053075582,0.1905333663265468,VIP Customers
116,2,1610.15,2,2,3,223,0,0.49100860900618454,0.4952468417146866,Regular Customers
213,2,977.77,1,2,3,123,1,-0.5268555560144873,0.9698621224674839,Lost Customers
30,2,1316.07,3,2,3,323,0,0.6205716517392484,-0.4088699199733585,Regular Customers
51,1,749.1,3,1,3,313,0,-0.29758196064590503,-0.6864389855850979,Regular Customers
246,1,310.05,1,1,2,112,1,-1.591291056172831,0.738275681619726,Lost Customers
32,1,223.88,3,1,1,311,0,-0.6851205790940623,-1.146437321915707,Regular Customers
109,3,2362.96,2,3,4,234,2,1.5128216855747854,0.9980120402966127,VIP Customers
5,5,1257.68,4,4,3,443,2,1.6095061094267618,-0.24495737228799092,VIP Customers
366,1,363.53,1,1,2,112,1,-2.0947579565366667,1.7980420719827481,Lost Customers
82,2,1890.94,2,2,4,224,2,0.9012527897065923,0.36232298952564285,VIP Customers
297,1,1784.71,1,1,4,114,1,-0.4924095096082525,2.009683100161431,Lost Customers
57,3,1621.88,2,3,3,233,2,1.0818512941263707,0.1328342761141824,VIP Customers
14,1,100.9,4,1,1,411,0,-0.7135470695293911,-1.3704062569138016,Regular Customers
72,2,290.82,2,2,1,221,0,-0.49961126809976325,-0.6282722463337863,Regular Customers
23,6,1101.97,3,4,3,343,2,1.6948601543308157,-0.0414380011931026,VIP Customers
19,1,371.2,3,1,2,312,0,-0.4921309537730281,-1.1746659256521175,Regular Customers
79,1,311.69,2,1,2,212,0,-0.8218527807839113,-0.6935535247455942,Regular Customers
25,1,285.67,3,1,1,311,0,-0.5970595079485773,-1.1715533062873698,Regular Customers
12,1,294.85,4,1,1,411,0,-0.5289778753829435,-1.2778943450515696,Regular Customers
